age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score,daily_social_media_time_was_missing,perceived_productivity_score_was_missing,actual_productivity_score_was_missing,stress_level_was_missing,sleep_hours_was_missing,screen_time_before_sleep_was_missing,job_satisfaction_score_was_missing,age_group,digital_addiction_index,sleep_social_ratio,notification_pressure,stress_caffeine_score,productivity_gap,wellness_effective,doomscroll_risk,productivity_tier
26.0,Female,Education,3.2980805410384337,Tiktok,47.0,6.169614626200977,7.422941076092145,6.565207416420181,2.0,7.677823249616279,1.6836303446282623,9.0,0,0,2,17.0,18.64217074245273,7.033961572559485,0,0,0,0,0,0,0,26-35,0.8480728952541177,2.25945887888519,94.0,2.1972245773362196,0.8577336596719638,0,0,Medium
25.0,Male,Student,2.129075613715776,Instagram,64.0,8.916048201710177,4.850194254091717,4.240661432267831,8.0,3.107211184574535,0.7170357355842535,2.0,0,1,2,23.0,0.0,4.59220792860175,1,1,0,0,0,0,0,18-25,5.310721349328835,1.3939460669057089,512.0,8.788898309344878,0.609532821823886,0,0,Medium
50.0,Male,Finance,2.344610823870555,Telegram,76.0,8.213112850832955,2.703862347118569,2.5204879845090704,9.0,4.994659859475134,0.399045349628175,10.0,1,0,3,21.0,21.8355062792532,3.6705115983923218,0,0,0,0,0,0,0,46-55,4.141885424517611,2.0431308782176965,684.0,12.476649250079015,0.18337436260949858,0,0,Low
23.0,Female,Finance,0.9911607983710676,Tiktok,68.0,6.681450720313129,8.256008167250162,7.312345211994212,10.0,7.836780701484287,1.306491605566783,5.0,0,1,3,0.0,8.921065534258831,6.957798837706364,0,0,0,0,0,1,0,18-25,1.2488196860292573,7.182058513450423,680.0,13.862943611198906,0.9436629552559497,0,0,High
58.0,Female,Health,1.219310593749192,Facebook,75.0,5.902605492487687,5.55121336340458,4.84231139606435,10.0,6.969359972918226,0.9304302033929872,10.0,1,0,2,15.0,13.83541192468347,4.3668625027869945,0,0,0,0,0,0,0,56+,1.724782156263379,5.282577132283028,750.0,10.986122886681098,0.7089019673402301,0,0,Medium
56.0,Male,Unemployed,3.323025110485168,Telegram,62.0,5.184391971741204,2.194737675674304,1.4545806914444617,2.0,5.626985423759116,0.8889087174657544,10.0,0,0,0,4.0,15.527109032580388,2.347118967565593,1,0,0,0,0,1,0,56+,1.1604796815787874,1.6438633203486976,124.0,0.0,0.7401569842298423,0,0,Low
21.0,Male,Finance,0.7210312698155894,Facebook,64.0,5.668944411024446,3.3789260344505143,2.162484858982097,8.0,6.772200648586189,0.8812041317809243,8.0,1,0,1,0.0,0.0,4.286933588691475,0,0,0,0,0,1,1,18-25,0.8393599741170846,8.248407700850764,512.0,5.545177444479562,1.2164411754684172,0,0,Low
30.0,Male,Student,3.6915824090314047,Telegram,56.0,6.237243683076495,4.937687857733687,4.115950760858298,8.0,4.984991209129272,1.508569935960648,8.0,0,0,1,26.0,10.618465474671172,3.9545636055041,0,0,0,0,0,0,0,26-35,5.807809307365206,1.3147521724056987,448.0,5.545177444479562,0.8217370968753892,0,0,Medium
19.0,Other,Finance,7.101432070057135,Twitter,68.0,5.1014973652044535,6.453725867906084,7.157183688208059,5.0,4.715842208056692,0.0,7.0,0,0,2,14.0,10.71644826819059,6.511385723985782,0,1,0,0,0,0,0,18-25,7.372990811634932,0.6548478361220281,340.0,5.493061443340549,-0.703457820301975,0,0,High
22.0,Male,Finance,1.3993284445236045,Twitter,65.0,5.22922209388115,6.356404058244792,5.33634835380602,6.0,4.933840504972732,0.4708528802297576,10.0,1,1,3,27.0,0.6984473584517001,5.404331160216985,0,0,0,0,0,0,0,18-25,1.6679055800134273,3.290700261836496,390.0,8.317766166719343,1.0200557044387715,0,0,Medium
61.0,Male,Student,2.3454318795346065,Twitter,68.0,9.038677044614726,3.022746161542714,1.813405815890993,2.0,6.432627868522896,0.8860886312457052,0.0,0,1,3,12.0,10.289059144256912,1.097199522162568,0,1,0,0,0,0,0,56+,0.7180668872433219,2.6304670035409443,136.0,2.772588722239781,1.209340345651721,1,0,Low
44.0,Female,It,4.875236210742945,Instagram,53.0,9.43701708678297,6.823257441015105,5.431230696740852,6.2,3.107211184574535,0.9692336705049588,1.0,1,1,3,4.0,10.21306126765947,6.0122132240800745,0,0,0,1,0,0,0,36-45,9.424532020836061,0.6245354095681298,328.6,8.595025038943321,1.3920267442742533,0,0,Medium
49.0,Male,Education,0.8908555086504824,Twitter,68.0,10.77779535551339,3.423564862966725,3.405675530890374,1.0,6.217794073600688,1.692791588035686,10.0,0,0,0,21.0,18.64551292150629,3.1028320293584573,0,0,0,0,0,0,0,46-55,0.14100736717155438,6.275177378858347,68.0,0.0,0.017889332076351128,0,0,Low
38.0,Female,Finance,0.106339762153127,Instagram,62.0,8.406790766373032,4.834856876672468,4.07876962723676,9.0,7.1042801433847,1.3301410028607,9.0,0,1,3,16.0,18.13724408933462,4.633175284837159,0,0,0,0,0,0,1,36-45,0.13284573063930022,34.430010334666065,558.0,12.476649250079015,0.7560872494357085,0,0,Medium
25.0,Male,Education,0.0,Tiktok,67.0,7.912730170560549,2.3309662640474764,2.4908112241305225,8.0,6.196476487459779,0.6552183605141754,2.0,1,1,2,15.0,5.122334972730955,2.2103715685811705,0,0,0,0,1,0,0,18-25,0.0,61.96476487459778,536.0,8.788898309344878,-0.15984496008304605,0,0,Low
55.0,Male,Education,3.0169210635523944,Telegram,64.0,9.605669959104045,8.929055817094138,8.458281142873178,6.0,7.822066641052648,1.199958033409621,6.0,1,1,1,0.0,11.522920236917503,8.999275811593085,0,0,0,0,1,0,0,46-55,2.284950026488179,2.5095491613566048,384.0,4.1588830833596715,0.4707746742209604,0,0,High
25.0,Female,Health,1.6342096918978806,Facebook,74.0,4.180478234102532,6.8942901339767575,5.781796041737962,5.4,8.023558279731706,2.4092243147121764,3.0,0,0,2,1.0,17.701574894064414,6.962743695671534,0,0,0,1,0,0,0,18-25,1.0863136611288038,4.626636742498482,399.6,5.932506358807793,1.1124940922387951,0,0,Medium
20.0,Female,It,0.2667313343510851,Telegram,60.0,10.004074721202803,4.217827194372721,3.43421086349643,10.0,6.757071923936307,1.3397135614483326,0.0,0,1,1,5.0,7.985232216582279,4.656634468530218,0,0,0,0,0,0,0,18-25,0.3889872197781583,18.42512840058417,600.0,6.931471805599453,0.7836163308762911,0,0,Low
61.0,Male,Education,1.5533145452670976,Telegram,58.0,4.702824620550951,4.333169633276914,3.914771541110748,1.0,5.354244194492789,1.6821070167625154,2.0,0,0,2,7.0,11.78315624031604,4.538498245950157,0,0,1,0,0,0,0,56+,0.2847900625416619,3.2384909512955358,58.0,1.0986122886681098,0.4183980921661661,0,0,Low
20.0,Female,Health,4.626033982383848,Tiktok,59.0,4.545132499057747,7.757127115487717,6.722612446145779,4.0,8.60469553832654,1.3159305731851123,3.0,1,0,1,8.0,19.739047152414788,6.866363557830657,0,0,0,0,0,0,0,18-25,2.1257648642691955,1.8207011566993148,236.0,2.772588722239781,1.034514669341938,0,0,Medium
39.0,Male,Student,2.0349509207497363,Twitter,51.0,6.899258522810037,6.024933981137657,5.600249310765611,8.0,9.147198354374146,0.4997825488660098,6.0,0,1,2,1.0,8.378885014439073,5.859714668961699,0,0,0,0,0,0,0,36-45,1.7604907715964855,4.284500531357367,408.0,8.788898309344878,0.42468467037204594,0,0,Medium
23.0,Female,Student,4.547671633334803,Instagram,65.0,7.309619427932556,6.433682901761233,5.57309100203247,7.0,9.524538131511791,0.9188886651616646,8.0,0,0,2,10.0,7.114147773605577,5.831070051726606,0,0,0,0,0,0,0,18-25,3.307556269024131,2.049313910905047,455.0,7.690286020676768,0.8605918997287629,0,0,Medium
19.0,Male,Student,3.7455759762309744,Telegram,64.0,7.468792477767943,4.997770973731434,5.517366488188685,6.0,6.711723847489525,1.2459933088398858,8.0,1,0,1,28.0,18.61076299222988,5.304138536030125,0,0,0,0,1,0,0,18-25,3.299231789272915,1.7453104265716899,384.0,4.1588830833596715,-0.5195955144572508,0,0,Medium
40.0,Other,Unemployed,3.1631752190459346,Telegram,78.0,5.853905647723618,6.653006366583525,7.098890179494473,7.0,7.603922442763372,1.763200061749833,8.0,1,0,1,27.0,15.74517676274013,7.883905640366691,0,0,0,0,1,0,0,36-45,2.8741497202013884,2.330221925682114,546.0,4.852030263919617,-0.4458838129109486,0,0,High
61.0,Female,Unemployed,2.8271925508384808,Telegram,51.0,8.854573306912416,8.335638736574431,6.487103880488078,5.0,4.31212480881976,1.183770163825722,1.0,0,0,0,19.0,8.409565301024083,5.075622373234571,0,0,0,0,0,0,0,56+,3.2038900454345405,1.4731264629600713,255.0,0.0,1.8485348560863528,0,0,Medium
19.0,Male,Student,4.194382026623791,Facebook,62.0,2.8580257506945204,8.670562000402517,6.911172164033319,3.0,5.892829711194787,0.4617165079541098,5.0,0,1,3,25.0,11.442361177511073,8.898835563087633,0,0,0,0,0,0,0,18-25,2.0997002561854337,1.372218324932699,186.0,4.1588830833596715,1.7593898363691984,1,0,Medium
55.0,Male,Student,3.4297758410734667,Instagram,53.0,4.588152754476776,2.776666795502587,2.077003890269853,6.0,8.314008122225875,0.2436001831709856,5.0,0,0,3,24.0,15.51754038414246,2.824543756554613,0,0,0,0,0,0,0,46-55,2.4457612528423427,2.355392664169133,318.0,8.317766166719343,0.6996629052327341,0,0,Low
34.0,Female,Health,3.2302395379153164,Telegram,58.0,7.141219892857662,2.350259288635171,2.9037832004045514,6.0,6.009692082684701,1.8692952569806984,7.0,0,0,1,23.0,20.40737818225333,4.955808782100304,0,0,0,0,0,0,0,26-35,3.1722445198867324,1.8045825275519625,348.0,4.1588830833596715,-0.5535239117693802,0,0,Low
52.0,Male,It,0.0,Facebook,64.0,8.188646517064452,5.279902409528212,4.265423311603454,5.0,7.506733320319722,1.15640241427059,0.0,0,0,2,12.0,0.0,4.73213554472949,0,0,0,0,1,1,0,46-55,0.0,75.06733320319722,320.0,5.493061443340549,1.0144790979247578,0,0,Medium
51.0,Male,It,2.217617317730531,Tiktok,69.0,5.970650216351394,5.795790176141837,4.977345907885044,8.0,5.44397454031551,0.1415607834632337,6.0,1,0,2,14.0,8.778069113515507,5.703762651603179,0,0,0,0,0,0,0,46-55,3.200039685036974,2.3489531678363478,552.0,8.788898309344878,0.8184442682567932,0,0,Medium
40.0,Male,Health,0.0,Twitter,50.0,5.421203804845727,8.380425005521442,7.459101862320714,9.0,4.170040810959347,0.2481086647865203,4.0,0,0,4,17.0,14.946696822896062,7.514975301171245,0,0,0,0,0,0,0,36-45,0.0,41.70040810959347,450.0,14.484941211906902,0.9213231432007278,0,0,High
47.0,Female,Health,0.6779745581348959,Tiktok,61.0,3.8601491344723584,3.573847366575073,3.2158021830274848,5.0,6.312935775657977,2.025673740383068,6.0,0,0,1,16.0,8.002513263409824,2.1967554078385048,0,0,0,0,0,0,0,46-55,0.5285992109170427,8.114578696239773,305.0,3.4657359027997265,0.3580451835475884,0,0,Low
25.0,Female,Unemployed,4.852585785140054,Instagram,60.0,4.349542870622631,4.533490598159489,3.868223686533477,1.0,4.876032560458849,1.9597328058251349,10.0,0,1,1,16.0,6.371640234702115,2.770412258462363,0,0,0,0,0,0,0,18-25,0.9751917267785299,0.984542776641871,60.0,0.6931471805599453,0.6652669116260115,1,0,Low
39.0,Male,Finance,2.522895808307972,Telegram,69.0,8.560489802635573,5.639847845442732,4.843039200790553,5.0,9.475835905065244,0.0,8.0,0,0,1,28.0,7.183324555823138,2.05874560792345,0,0,0,0,0,0,0,36-45,1.3173240609592416,3.612738209062943,345.0,3.4657359027997265,0.7968086446521792,0,0,Medium
61.0,Female,Education,6.139360095710707,Telegram,67.0,5.822058319259112,5.712017629281345,4.493711896798405,5.0,6.906912305001892,1.7606652621937586,9.0,1,1,2,29.0,5.060349655749412,4.337321626618534,0,0,0,0,0,0,0,56+,4.3809311637367845,1.1069904924625362,335.0,5.493061443340549,1.21830573248294,1,0,Medium
53.0,Female,Unemployed,4.280530424415128,Facebook,64.0,6.800306187773525,2.091926747241009,1.5442573151856054,2.0,8.202967627712553,1.0211441585571266,8.0,0,0,0,22.0,7.191416738267869,1.8866130047769536,0,0,0,0,0,0,0,46-55,1.0310844547022286,1.8725968850696395,128.0,0.0,0.5476694320554036,0,0,Low
22.0,Male,Unemployed,1.4591197285410509,Telegram,64.0,5.104714350718977,5.957952950230228,5.488292274431749,10.0,6.859865296362623,0.1686822229865158,2.0,0,1,3,15.0,12.611632443931754,4.742329190050011,0,0,0,0,0,0,0,18-25,2.0964769667361502,4.399832271240487,640.0,13.862943611198906,0.4696606757984796,0,0,Medium
30.0,Female,Student,2.009130715611533,Telegram,66.0,9.554076738498647,6.829743242421685,6.6974325750578485,6.0,7.398207721329645,0.9658710769819892,4.0,0,0,3,30.0,18.013993481805525,7.465550209183059,0,0,1,0,1,0,0,26-35,1.6076887626596108,3.5077046987031184,396.0,8.317766166719343,0.13231066736383656,0,0,Medium
46.0,Female,Unemployed,4.11940569253375,Telegram,64.0,7.681522140075746,5.389163908851695,4.577555596212488,7.0,6.750343085017299,1.639461622170061,8.0,0,0,1,17.0,12.27650049503332,5.9198603482313805,0,0,0,0,1,0,0,46-55,4.209400827062873,1.5998326723979281,448.0,4.852030263919617,0.8116083126392075,0,0,Medium
48.0,Female,Unemployed,3.91841714900586,Twitter,72.0,2.463236071392777,3.188904656154625,2.689217823094501,9.0,5.437443848128511,0.9496280527232036,7.0,0,0,5,10.0,5.561270069897699,2.046959150066276,0,0,0,0,0,0,0,46-55,6.368598094763797,1.3531307593273916,648.0,16.125835223052494,0.4996868330601236,0,0,Low
64.0,Male,Education,4.754930971056888,Twitter,75.0,6.515505654996934,5.6112016903687785,4.747378628363303,7.0,9.894304728968846,0.209673891800213,9.0,0,1,2,3.0,7.981918630208324,4.4685498333432125,0,0,0,0,0,0,0,56+,3.3303484034183857,2.0379908155140916,525.0,7.690286020676768,0.8638230620054754,0,0,Medium
33.0,Other,Finance,0.0,Instagram,59.0,5.91757800031257,4.7974126325684265,4.015909448145081,7.0,6.950521381361465,0.9098125570674868,5.0,0,0,2,7.0,21.658263318713047,4.264487926404382,0,0,0,0,0,0,0,26-35,0.0,69.50521381361465,413.0,7.690286020676768,0.7815031844233458,0,0,Medium
59.0,Female,It,0.0,Instagram,56.0,6.213200333599962,3.9759979177044302,3.122497317992873,5.0,5.657247487903501,2.6286370180845564,9.0,1,1,2,30.0,15.645636137851696,1.6020037617113922,0,0,0,0,0,0,0,56+,0.0,56.572474879035006,280.0,5.493061443340549,0.8535005997115572,1,0,Low
47.0,Female,Student,1.618466275946796,Twitter,69.0,6.500367923363916,2.4948135391393715,1.855612290113931,2.0,8.464732240144697,1.304992170165702,7.0,0,0,1,14.0,11.8851248801434,2.7866281560673496,0,0,0,0,0,1,0,46-55,0.3779373903507935,4.925748243433533,138.0,1.3862943611198906,0.6392012490254406,0,0,Low
33.0,Female,Unemployed,4.162373227563519,Twitter,47.0,9.2452515948844,7.097539768795555,5.962063048573335,1.0,7.894866595593015,0.7065010912612755,8.0,0,0,0,25.0,5.359459393216247,5.963011591004564,0,0,0,0,0,0,0,26-35,0.5206307294555648,1.8522232038572377,47.0,0.0,1.1354767202222193,0,0,Medium
29.0,Male,Unemployed,4.417152266746125,Tiktok,55.0,10.069615741094244,4.117816899796162,3.760116046664744,3.0,7.41885541301721,1.1062241732931315,9.0,0,0,2,5.0,11.714843790182972,4.402501539935903,0,0,0,0,0,0,0,26-35,1.7624300604712326,1.642374437459752,165.0,3.295836866004329,0.3577008531314183,0,0,Low
34.0,Female,It,0.0,Instagram,57.0,8.908188244304842,5.805103710662328,5.918714917265437,10.0,5.868050098337728,1.9335156949008625,4.0,1,1,3,5.0,9.835246242105054,7.967796123020483,0,0,0,0,0,0,0,26-35,0.0,58.68050098337728,570.0,13.862943611198906,-0.11361120660310942,0,0,Medium
33.0,Female,Health,1.0704566587073083,Facebook,71.0,2.5911696225619,6.211721039312686,5.747244411133223,3.0,7.796262155030479,0.8831346098238303,4.0,0,1,1,5.0,24.093193612009525,4.705387895460321,0,0,0,0,0,0,0,26-35,0.406694954279862,6.660872145100129,213.0,2.0794415416798357,0.46447662817946345,1,0,Medium
29.0,Male,Education,3.949541874961444,Twitter,54.0,5.344795730979696,3.7455712807020816,2.818474032693344,6.0,5.010363253034955,1.196765554249936,8.0,0,0,1,19.0,9.000732883605474,2.2591380375219203,0,0,0,0,0,0,0,26-35,4.63709722311722,1.2372666854031873,324.0,4.1588830833596715,0.9270972480087374,0,0,Low
25.0,Male,It,0.7876409169819212,Twitter,54.0,7.155189135172958,4.729613118670232,5.003331432720084,4.0,7.322132393547076,1.1546094736888537,9.0,0,0,4,8.0,5.805714310350151,6.231571056120109,0,0,0,0,0,1,0,18-25,0.42448227825561785,8.248980250305662,216.0,6.437751649736401,-0.2737183140498516,0,0,Medium
37.0,Male,Finance,3.399599061014045,Telegram,54.0,6.971783601433437,6.022333134904509,4.472773893641908,4.0,6.269087657514904,1.9109503702343549,3.0,0,0,2,20.0,15.113141628317663,3.778912849929757,0,0,0,0,0,0,0,36-45,2.135061876250266,1.791373111095295,216.0,4.394449154672439,1.5495592412626005,0,0,Medium
20.0,Female,It,3.773616417054129,Instagram,53.0,8.64865772676589,2.426336960772772,1.920485031268081,10.0,4.188340787066817,1.6598817974208997,9.0,0,0,2,22.0,15.235978020644673,3.066988952124285,0,0,0,0,0,0,1,18-25,8.799712066809052,1.0812482022295937,530.0,10.986122886681098,0.505851929504691,0,0,Low
33.0,Female,Student,3.870478052764059,Twitter,70.0,6.623808543520728,8.673683215808735,7.884307839240324,3.0,7.887962623709575,0.0,7.0,1,0,5,1.0,9.535237211145722,7.826553149468423,1,0,0,0,0,0,0,26-35,1.4536164858643115,1.9866531230964362,210.0,5.375278407684165,0.7893753765684108,0,0,High
47.0,Female,Student,3.0154122341027905,Instagram,53.0,5.212387829113602,7.469972807674425,7.547391882163215,3.0,6.649143539188705,0.7692243751895393,9.0,0,0,5,28.0,3.0046167781160094,7.496964058137993,0,0,0,0,1,0,0,46-55,1.3403532833138996,2.1342740669770772,159.0,5.375278407684165,-0.07741907448878926,0,0,High
62.0,Male,Education,2.6027747125475984,Telegram,70.0,6.832619636793391,3.418116456079834,3.364040362166356,5.0,3.107211184574535,1.1708359000894415,3.0,1,0,1,15.0,11.584272434910858,3.436768861871475,0,0,0,0,0,0,0,56+,4.057691500120033,1.1496375077616885,350.0,3.4657359027997265,0.054076093913477674,0,0,Low
40.0,Female,Health,3.890409924686869,Instagram,51.0,7.352504666344585,2.760204787273666,2.228027864751045,4.0,6.706803766385771,1.462690719581378,9.0,1,0,2,3.0,0.0,1.05327526279955,0,0,0,0,0,0,0,36-45,2.2861889710404104,1.6807305246746196,204.0,4.394449154672439,0.5321769225226212,0,0,Low
45.0,Female,Unemployed,2.428343987914028,Instagram,60.0,7.706837084282235,3.5474721732819368,2.860960095696215,8.0,7.003509679864355,0.053729115874859,0.0,0,1,1,12.0,0.9749064036315483,1.6390620306062933,0,0,0,0,0,0,0,36-45,2.7348103654140705,2.7699987475369183,480.0,5.545177444479562,0.6865120775857219,0,0,Low
57.0,Male,Student,0.0,Instagram,61.0,6.722640595353758,7.382367506440792,6.738935728262102,10.0,7.487390154515012,0.3377850207915547,9.0,0,0,3,30.0,28.321520005082096,6.278353289580627,0,0,0,0,0,0,0,56+,0.0,74.87390154515012,610.0,13.862943611198906,0.64343177817869,0,0,Medium
22.0,Male,Finance,4.021038201068865,Instagram,71.0,5.489872123439974,2.61165405757054,2.50533552230687,10.0,8.56584822450319,0.0,1.0,0,0,1,3.0,1.9433155248028149,3.503840257564221,0,0,0,0,0,0,1,18-25,4.640097653336629,2.0785655959902254,710.0,6.931471805599453,0.10631853526367019,0,0,Low
37.0,Male,Education,2.8435722350791064,Facebook,61.0,4.680681921624154,4.1974620273407925,4.1327123707694735,3.0,6.289231540554546,0.7567863159495362,7.0,1,1,1,13.0,0.0,3.873162397370782,0,0,0,0,0,0,0,36-45,1.335171006261092,2.136598336403838,183.0,2.0794415416798357,0.06474965657131904,1,0,Medium
57.0,Female,Student,4.006884896773634,Instagram,58.0,4.677024962791431,8.154157757421686,8.321176439401297,2.0,8.39091135474435,0.4657927160274855,0.0,0,1,3,19.0,8.783516577534952,8.68385992852167,0,0,0,0,0,0,0,56+,0.9438056127001637,2.0431328283235413,116.0,2.772588722239781,-0.16701868197961112,1,0,High
61.0,Female,Finance,1.2165022671711898,Facebook,58.0,5.559900684474787,6.732844448883021,5.93161331387364,6.0,6.906982329096334,1.375392495299419,1.0,1,0,1,25.0,5.563528568111078,5.339838276795307,0,0,0,0,1,0,0,56+,1.0416771814477328,5.246464439394841,348.0,4.1588830833596715,0.8012311350093801,0,0,Medium
18.0,Other,Unemployed,2.949628413553725,Twitter,54.0,9.951224586271536,8.383134570013693,7.268193070618481,5.0,5.507332328853853,2.037140604836834,3.0,1,0,2,23.0,16.532221175002164,8.104854806773385,1,0,0,0,0,0,0,,2.63015302158543,1.8059027468320874,270.0,5.493061443340549,1.1149414993952123,0,0,High
47.0,Male,It,1.8961590063509264,Twitter,79.0,3.015487247965287,8.827866323585605,7.671704104694965,5.0,8.217562462994625,1.4823667692228917,4.0,1,0,2,30.0,4.058293479310172,9.002257295263918,0,0,0,0,0,0,0,46-55,1.1398525798796588,4.1166873164161,395.0,5.493061443340549,1.15616221889064,0,0,High
38.0,Female,Unemployed,4.719904032087306,Facebook,52.0,5.392201855280645,3.1848998031373594,2.638345246479308,1.0,5.276700037991785,0.9958295805928996,7.0,0,1,2,0.0,16.03900602118191,2.773860957814721,0,0,0,0,0,0,0,36-45,0.8778440304901602,1.094772842542813,52.0,1.0986122886681098,0.5465545566580516,1,0,Low
37.0,Female,Finance,4.256579114247657,Twitter,72.0,9.188771680248934,7.006255865849425,6.953830437549131,4.8,6.539099197100745,0.8017663255145154,3.0,1,0,0,12.0,0.0,6.621468594957468,0,1,0,1,0,0,0,36-45,3.077462640912355,1.5009710659713316,345.59999999999997,0.0,0.052425428300294286,0,0,Medium
23.0,Male,Unemployed,5.925971158191718,Tiktok,64.0,4.923522810174116,7.60536602689918,6.981897231478698,3.0,8.347701616500412,1.9417066256093445,1.0,0,0,2,14.0,16.381351116395308,6.48250986645496,0,0,0,0,0,0,0,18-25,2.10446749679825,1.3852873499323888,192.0,3.295836866004329,0.6234687954204823,0,0,Medium
39.0,Male,Education,2.6857524869113933,Telegram,55.0,8.304254476222164,2.337010947908263,2.807702019892734,3.0,6.967500877818697,2.215726287861864,8.0,1,0,2,1.0,0.0,2.479434575929499,0,0,1,0,0,0,0,36-45,1.1400433618652708,2.501119862785682,165.0,3.295836866004329,-0.47069107198447124,0,0,Low
35.0,Female,Student,0.4124822640204706,Telegram,64.0,7.2160618949358595,4.042702143586707,3.760701392758189,7.2,6.787002794970639,1.020813160836585,8.0,0,1,2,4.0,0.0,4.217633854305415,0,0,0,1,0,0,0,26-35,0.4312285604292469,13.243390594097788,460.8,7.910008478410391,0.28200075082851805,0,0,Low
25.0,Female,Health,0.8303002427164063,Telegram,62.0,6.31351199803732,3.7651550512984895,4.872780458149864,9.0,6.625327507526528,0.7964516606377918,9.0,0,0,2,3.0,11.87921440709315,4.480756911495716,0,0,0,0,1,1,1,18-25,1.111128369002806,7.121708888499344,558.0,9.887510598012987,-1.107625406851375,0,0,Medium
56.0,Male,Health,4.745788727336521,Telegram,58.0,7.64225896431739,8.541359208843176,7.6945213665282255,10.0,7.536370427552638,1.8370340115425865,9.0,1,0,1,22.0,10.561159283511351,9.029100093955266,0,0,0,0,0,0,0,56+,6.2147178065293085,1.5552412314300363,580.0,6.931471805599453,0.8468378423149501,0,0,High
49.0,Male,Finance,5.565468034615407,Twitter,67.0,7.927056506090738,6.688440953607254,4.633869649439697,9.0,9.445291440287413,1.657014267057178,6.0,0,0,3,18.0,0.0,4.955330114227433,0,0,0,0,0,0,0,46-55,5.247530955433086,1.667168781568917,603.0,12.476649250079015,2.054571304167557,0,0,Medium
50.0,Female,Finance,0.2729459044541698,Telegram,75.0,5.807164924929398,3.721537765092573,3.339781525363364,2.0,4.242880536956728,0.941596005911496,5.0,1,1,3,3.0,5.094789330885785,2.9904781913952245,0,0,0,0,0,0,0,46-55,0.1256980946777028,11.376664782433947,150.0,2.772588722239781,0.38175623972920913,1,0,Low
33.0,Other,Finance,1.917176664840428,Instagram,56.0,6.838669150156404,3.086823728697383,2.614531399915003,10.0,8.335018595334832,0.9639284203805332,9.0,0,0,0,0.0,13.274143782670787,1.985664025860936,0,0,0,0,0,0,0,26-35,2.2728778166544457,4.132022118149075,560.0,0.0,0.47229232878238037,0,0,Low
29.0,Female,Student,2.938531084062447,Facebook,56.0,8.406507644401724,4.590498015440371,4.382695116964986,9.0,6.906525469630835,0.2186669982038863,7.0,0,1,2,27.0,26.06513667815296,3.9593970798625553,1,0,0,0,0,0,0,26-35,3.77459268095053,2.272981673893876,504.0,9.887510598012987,0.2078028984753848,0,0,Medium
55.0,Male,Health,6.916536828197751,Twitter,60.0,6.230936836109733,8.69840771520706,7.311558891241729,1.0,5.503458106493221,0.7729673258042032,3.0,0,0,1,3.0,15.214955445868611,6.437910568650054,0,0,0,0,0,0,0,46-55,1.2343336376840135,0.7843553367205548,60.0,0.6931471805599453,1.3868488239653303,0,0,High
51.0,Male,Health,3.6935321434026656,Telegram,63.0,5.151054010922991,4.494986896202061,4.26962725238766,4.2,8.832419199288527,1.1646108644668427,1.0,0,1,3,8.0,9.595320196283332,3.4705851712898497,0,0,0,1,0,0,0,46-55,1.7366890935354673,2.3282837380589996,264.6,5.8224363167035404,0.225359643814401,1,0,Medium
31.0,Male,Education,1.9762118280741952,Twitter,58.0,7.840402781683048,7.328210798740907,7.913976067194159,7.0,5.352642117116966,0.6300935825718746,2.0,1,0,2,7.0,1.101228753401136,6.9460201912332575,1,1,0,0,0,0,0,26-35,2.537023794958634,2.5780809283231214,406.0,7.690286020676768,-0.5857652684532519,0,0,High
53.0,Female,Education,1.058811420785322,Telegram,59.0,7.22286151646435,7.155332926543154,5.32852410785384,2.0,5.811096603442135,0.0,0.0,1,1,1,1.0,17.010337781687237,4.733136609977033,0,0,0,0,0,0,0,46-55,0.35824534492255045,5.014704290283899,118.0,1.3862943611198906,1.8268088186893134,1,0,Medium
50.0,Female,It,5.826316503502101,Tiktok,55.0,6.857519264407869,5.511888302910055,5.027700677033987,2.0,8.063297252696273,0.7815586970703754,5.0,1,0,1,14.0,10.247075068722785,5.131111338929572,0,0,1,0,0,0,0,46-55,1.4274419571277315,1.3605917348375411,110.0,1.3862943611198906,0.4841876258760678,0,0,Medium
40.0,Female,Student,4.208864323553078,Tiktok,59.0,5.420259585621791,3.3870750675425265,4.858685193655076,8.0,7.498252678970488,0.2263561017969675,5.0,0,1,1,12.0,10.943711912263826,4.64723244014295,0,0,1,0,0,0,0,36-45,4.431402325118096,1.7401923374527257,472.0,5.545177444479562,-1.4716101261125498,0,0,Medium
62.0,Male,Finance,2.989164699704033,Twitter,50.0,8.183523939977654,2.9519524147362137,2.5867770567396904,2.0,5.404085465279334,1.882531470570844,2.0,0,0,6,29.0,11.647752464551685,3.2942937905796628,0,0,0,0,0,0,0,56+,1.0861621675608673,1.7493678682127531,100.0,3.8918202981106265,0.36517535799652334,0,0,Low
